Subjectivity,Word,Sentiment,Polarity
strongsubj,disturbed-let,n,negative
strongsubj,disturbing,n,negative
strongsubj,disturbingly,n,negative
strongsubj,disunity,n,negative
strongsubj,disvalue,n,negative
weaksubj,divergent,n,negative
weaksubj,diversified,n,positive
weaksubj,divide,y,negative
weaksubj,divided,n,negative
strongsubj,divine,n,positive
strongsubj,divine,y,positive
strongsubj,divinely,n,positive
weaksubj,division,n,negative
strongsubj,divisive,n,negative
strongsubj,divisively,n,negative
strongsubj,divisiveness,n,negative
weaksubj,divorce,n,negative
weaksubj,divorce,y,negative
weaksubj,divorced,n,negative
strongsubj,dizzy,n,negative
strongsubj,dizzing,n,negative
strongsubj,dizzingly,n,negative
strongsubj,doddering,n,negative
strongsubj,dodge,n,positive
strongsubj,dodge,n,positive
strongsubj,dodgey,n,negative
strongsubj,dogged,n,negative
strongsubj,doggedly,n,negative
strongsubj,dogmatic,n,negative
strongsubj,doldrums,n,negative
weaksubj,dominance,n,negative
weaksubj,dominance,n,negative
weaksubj,dominant,n,neutral
weaksubj,dominant,n,neutral
weaksubj,dominate,y,negative
strongsubj,domination,n,negative
strongsubj,domination,n,negative
strongsubj,domineer,y,negative
strongsubj,domineering,n,negative
strongsubj,domineering,n,negative
strongsubj,doom,y,negative
strongsubj,doomsday,n,negative
strongsubj,doomsday,n,negative
weaksubj,dope,n,negative
strongsubj,dote,y,positive
strongsubj,dotingly,n,positive
strongsubj,doubt,n,negative
strongsubj,doubt,y,negative
strongsubj,doubtful,n,negative
strongsubj,doubtfully,n,negative
strongsubj,doubtless,n,positive
strongsubj,doubts,n,negative
strongsubj,doubts,n,negative
weaksubj,down,n,negative
strongsubj,downbeat,n,negative
strongsubj,downcast,n,negative
strongsubj,downer,n,negative
strongsubj,downfall,n,negative
strongsubj,downfallen,n,negative
weaksubj,downgrade,y,negative
strongsubj,downhearted,n,negative
strongsubj,downheartedly,n,negative
strongsubj,downright,n,neutral
strongsubj,downside,n,negative
strongsubj,drab,n,negative
strongsubj,draconian,n,negative
strongsubj,draconic,n,negative
strongsubj,dragon,n,negative
strongsubj,dragons,n,negative
strongsubj,dragons,n,negative
strongsubj,dragoon,y,negative
strongsubj,drain,n,negative
strongsubj,drain,n,negative
strongsubj,drama,n,negative
strongsubj,drama,n,negative
strongsubj,dramatic,n,neutral
strongsubj,dramatically,n,neutral
strongsubj,drastic,n,negative
strongsubj,drastically,n,negative
strongsubj,dread,n,negative
strongsubj,dread,y,negative
strongsubj,dreadful,n,negative
strongsubj,dreadfully,n,negative
strongsubj,dreadfulness,n,negative
weaksubj,dream,n,positive
weaksubj,dream,n,positive
strongsubj,dream,y,positive
strongsubj,dreamland,n,positive
weaksubj,dreams,n,positive
weaksubj,dreams,n,positive
weaksubj,dreamy,n,positive
strongsubj,dreary,n,negative
weaksubj,drive,n,positive
weaksubj,driven,n,positive
strongsubj,drones,n,negative
strongsubj,drones,n,negative
weaksubj,droop,y,negative
weaksubj,drought,n,negative
weaksubj,drought,n,negative
weaksubj,drowning,n,negative
strongsubj,drunk,n,negative
strongsubj,drunkard,n,negative
strongsubj,drunken,n,negative
strongsubj,dubious,n,negative
strongsubj,dubiously,n,negative
strongsubj,dubitable,n,negative
weaksubj,dud,n,negative
weaksubj,dull,n,negative
strongsubj,dullard,n,negative
strongsubj,dumb,n,negative
strongsubj,dumb,n,negative
strongsubj,dumbfound,y,negative
strongsubj,dumbfounded,n,negative
strongsubj,dummy,n,negative
weaksubj,dump,n,negative
strongsubj,dunce,n,negative
strongsubj,dungeon,n,negative
strongsubj,dungeons,n,negative
strongsubj,dungeons,n,negative
strongsubj,dupe,y,negative
weaksubj,durable,n,positive
weaksubj,durability,n,positive
weaksubj,dusty,n,negative
weaksubj,duty,n,neutral
weaksubj,dwindle,y,negative
weaksubj,dwindling,n,negative
weaksubj,dynamic,n,positive
weaksubj,dying,n,negative
strongsubj,eager,n,positive
strongsubj,eagerly,n,positive
strongsubj,eagerness,n,positive
strongsubj,earnest,n,positive
strongsubj,earnestly,n,positive
strongsubj,earnestness,n,positive
strongsubj,earsplitting,n,negative
weaksubj,ease,n,positive
weaksubj,ease,y,positive
weaksubj,easier,y,positive
weaksubj,easiest,y,positive
weaksubj,easily,y,positive
weaksubj,easiness,y,positive
weaksubj,easy,n,positive
strongsubj,easygoing,n,positive
strongsubj,ebullience,n,positive
strongsubj,ebullient,n,positive
strongsubj,ebulliently,n,positive
weaksubj,eccentric,n,negative
weaksubj,eccentricity,n,negative
strongsubj,eclectic,n,positive
weaksubj,economical,n,positive
strongsubj,ecstasies,n,positive
strongsubj,ecstasy,n,positive
strongsubj,ecstatic,n,positive
strongsubj,ecstatically,n,positive
strongsubj,edgy,n,negative
strongsubj,edify,y,positive
weaksubj,educable,n,positive
weaksubj,educated,n,positive
weaksubj,educational,n,positive
weaksubj,effective,n,positive
weaksubj,effectively,n,neutral
weaksubj,effectiveness,n,positive
weaksubj,effectual,n,positive
weaksubj,efficacious,n,positive
weaksubj,efficiency,n,positive
weaksubj,efficient,n,positive
strongsubj,effigy,n,negative
strongsubj,effortless,n,positive
strongsubj,effortlessly,n,positive
strongsubj,effrontery,n,negative
strongsubj,effusion,n,positive
strongsubj,effusive,n,positive
strongsubj,effusively,n,positive
strongsubj,effusiveness,n,positive
weaksubj,egalitarian,n,positive
strongsubj,ego,n,negative
strongsubj,ego,n,negative
strongsubj,egocentric,n,negative
strongsubj,egomania,n,negative
strongsubj,egotism,n,negative
strongsubj,egotistical,n,negative
strongsubj,egotistically,n,negative
strongsubj,egregious,n,negative
strongsubj,egregiously,n,negative
strongsubj,ejaculate,y,negative
strongsubj,elaborate,n,neutral
strongsubj,elan,n,positive
weaksubj,elate,y,positive
strongsubj,elated,n,positive
strongsubj,elatedly,n,positive
strongsubj,elation,n,positive
strongsubj,election-rigger,n,negative
strongsubj,election-rigger,n,negative
strongsubj,electrification,n,positive
strongsubj,electrification,n,positive
weaksubj,electrify,y,positive
strongsubj,elegance,n,positive
strongsubj,elegant,n,positive
strongsubj,elegantly,n,positive
weaksubj,elevate,y,positive
weaksubj,elevated,n,positive
weaksubj,eligible,n,positive
weaksubj,eliminate,y,negative
weaksubj,elimination,n,negative
weaksubj,elite,n,positive
strongsubj,eloquence,n,positive
strongsubj,eloquent,n,positive
strongsubj,eloquently,n,positive
weaksubj,else,y,neutral
strongsubj,emaciated,n,negative
weaksubj,emancipate,y,positive
strongsubj,emasculate,y,negative
strongsubj,embarrass,y,negative
strongsubj,embarrassing,n,negative
strongsubj,embarrassingly,n,negative
strongsubj,embarrassment,n,negative
weaksubj,embattled,n,negative
strongsubj,embellish,y,positive
strongsubj,embodiment,n,neutral
weaksubj,embolden,y,positive
strongsubj,embrace,y,positive
strongsubj,embroil,y,negative
strongsubj,embroiled,n,negative
strongsubj,embroilment,n,negative
strongsubj,eminence,n,positive
strongsubj,eminent,n,positive
strongsubj,emotion,n,neutral
strongsubj,emotion,n,neutral
strongsubj,emotional,n,negative
weaksubj,emotions,n,neutral
weaksubj,emotions,n,neutral
strongsubj,empathize,y,negative
strongsubj,empathy,n,negative
weaksubj,emphasise,n,neutral
weaksubj,emphasise,n,neutral
strongsubj,emphatic,n,negative
strongsubj,emphatically,n,negative
weaksubj,empower,y,positive
weaksubj,empowerment,n,positive
strongsubj,emptiness,n,negative
strongsubj,emptiness,n,negative
weaksubj,empty,n,negative
weaksubj,enable,y,positive
strongsubj,enchant,y,positive
strongsubj,enchanted,n,positive
strongsubj,enchanting,n,positive
strongsubj,enchantingly,n,positive
weaksubj,encourage,y,positive
strongsubj,encouragement,n,positive
strongsubj,encouragement,n,positive
strongsubj,encouraging,n,positive
strongsubj,encouraging,n,positive
strongsubj,encouragingly,n,positive
weaksubj,encroach,y,negative
weaksubj,encroachment,n,negative
strongsubj,endanger,y,negative
strongsubj,endear,y,positive
strongsubj,endearing,n,positive
weaksubj,endless,n,negative
strongsubj,endorse,y,positive
strongsubj,endorsement,n,positive
strongsubj,endorsement,n,positive
strongsubj,endorser,n,positive
strongsubj,endurable,n,positive
strongsubj,endure,y,positive
strongsubj,enduring,n,positive
weaksubj,enemies,n,negative
weaksubj,enemies,n,negative
weaksubj,enemy,n,negative
weaksubj,energetic,n,positive
weaksubj,energetic,n,positive
weaksubj,energize,y,positive
strongsubj,enervate,y,negative
strongsubj,enfeeble,y,negative
strongsubj,enflame,y,negative
weaksubj,engage,y,neutral
strongsubj,engaging,n,positive
weaksubj,engross,y,neutral
strongsubj,engrossing,n,positive
weaksubj,engulf,y,negative
weaksubj,enhance,y,positive
weaksubj,enhanced,n,positive
weaksubj,enhancement,n,positive
strongsubj,enjoin,y,negative
weaksubj,enjoy,y,positive
strongsubj,enjoyable,n,positive
strongsubj,enjoyably,n,positive
strongsubj,enjoyment,n,positive
weaksubj,enlighten,y,positive
weaksubj,enlightenment,n,positive
weaksubj,enliven,y,positive
strongsubj,enmity,n,negative
strongsubj,ennoble,y,positive
strongsubj,enormities,n,negative
strongsubj,enormity,n,negative
strongsubj,enormous,n,negative
strongsubj,enormously,n,negative
weaksubj,enough,y,neutral
strongsubj,enrage,y,negative
strongsubj,enraged,n,negative
strongsubj,enrapt,n,positive
weaksubj,enrapture,y,positive
strongsubj,enraptured,y,positive
weaksubj,enrich,y,positive
weaksubj,enrichment,n,positive
strongsubj,enslave,y,negative
weaksubj,ensure,y,positive
weaksubj,entangle,y,negative
weaksubj,entanglement,n,negative
weaksubj,enterprising,n,positive
weaksubj,entertain,y,positive
strongsubj,entertaining,n,positive
strongsubj,enthral,y,positive
strongsubj,enthrall,y,positive
strongsubj,enthralled,y,positive
strongsubj,enthuse,y,positive
strongsubj,enthusiasm,n,positive
strongsubj,enthusiast,n,positive
strongsubj,enthusiastic,n,positive
strongsubj,enthusiastically,n,positive
strongsubj,entice,y,positive
strongsubj,enticing,n,positive
strongsubj,enticingly,n,positive
weaksubj,entire,n,neutral
strongsubj,entirely,n,neutral
weaksubj,entrance,y,positive
strongsubj,entranced,y,positive
strongsubj,entrancing,n,positive
strongsubj,entrap,y,negative
strongsubj,entrapment,n,negative
strongsubj,entreat,y,positive
strongsubj,entreatingly,n,positive
strongsubj,entrenchment,n,neutral
strongsubj,entrenchment,n,neutral
weaksubj,entrust,y,positive
strongsubj,enviable,n,positive
strongsubj,enviably,n,positive
strongsubj,envious,n,negative
strongsubj,enviously,n,negative
strongsubj,enviousness,n,negative
weaksubj,envision,y,positive
weaksubj,envisions,n,positive
weaksubj,envisions,n,positive
strongsubj,envy,n,negative
strongsubj,envy,y,negative
strongsubj,epic,n,positive
weaksubj,epidemic,n,negative
strongsubj,epitome,n,positive
weaksubj,equality,n,positive
weaksubj,equality,n,positive
weaksubj,equitable,n,positive
strongsubj,equivocal,n,negative
weaksubj,eradicate,y,negative
weaksubj,erase,y,negative
weaksubj,erode,y,negative
weaksubj,erosion,n,negative
strongsubj,err,y,negative
weaksubj,errant,n,negative
strongsubj,erratic,n,negative
strongsubj,erratically,n,negative
strongsubj,erroneous,n,negative
strongsubj,erroneous,y,negative
strongsubj,erroneously,n,negative
weaksubj,error,n,negative
weaksubj,error,n,negative
strongsubj,erudite,n,positive
weaksubj,escapade,n,negative
strongsubj,eschew,y,negative
weaksubj,esoteric,n,negative
weaksubj,essential,n,positive
strongsubj,especially,n,positive
strongsubj,esteem,n,positive
strongsubj,esteem,y,positive
strongsubj,estranged,n,negative
weaksubj,established,n,positive
weaksubj,eternal,n,negative
strongsubj,eternity,n,positive
strongsubj,eternity,n,positive
strongsubj,ethical,n,positive
strongsubj,eulogize,y,positive
strongsubj,euphoria,n,positive
strongsubj,euphoric,n,positive
strongsubj,euphorically,n,positive
strongsubj,evaluate,y,neutral
weaksubj,evaluation,n,neutral
weaksubj,evaluation,n,neutral
weaksubj,evade,y,negative
weaksubj,evasion,n,negative
weaksubj,evasive,n,negative
weaksubj,even,n,positive
weaksubj,evenly,n,positive
weaksubj,eventful,n,positive
strongsubj,everlasting,n,positive
weaksubj,evident,y,positive
strongsubj,evidently,y,positive
strongsubj,evil,n,negative
strongsubj,evil,n,negative
strongsubj,evildoer,n,negative
strongsubj,evils,n,negative
strongsubj,evils,n,negative
strongsubj,eviscerate,y,negative
strongsubj,evocative,n,positive
strongsubj,exacerbate,y,negative
strongsubj,exact,n,neutral
weaksubj,exacting,n,negative
strongsubj,exactly,n,neutral
strongsubj,exaggerate,y,negative
strongsubj,exaggeration,n,negative
strongsubj,exaggeration,n,negative
strongsubj,exalt,n,positive
strongsubj,exalt,y,positive
strongsubj,exaltation,n,positive
strongsubj,exalted,n,positive
strongsubj,exaltedly,n,positive
strongsubj,exalting,n,positive
strongsubj,exaltingly,n,positive
strongsubj,exasperate,y,negative
strongsubj,exasperation,n,negative
strongsubj,exasperating,n,negative
strongsubj,exasperatingly,y,negative
strongsubj,exceed,y,positive
strongsubj,exceeding,n,positive
strongsubj,exceedingly,n,positive
strongsubj,excel,y,positive
strongsubj,excellence,n,positive
strongsubj,excellency,n,positive
strongsubj,excellent,n,positive
strongsubj,excellently,n,positive
strongsubj,exceptional,n,positive
strongsubj,exceptionally,n,positive
strongsubj,excessive,n,negative
strongsubj,excessively,n,negative
weaksubj,excite,y,positive
strongsubj,excited,n,positive
strongsubj,excitedly,n,positive
strongsubj,excitedness,n,positive
strongsubj,excitement,n,positive
strongsubj,exciting,n,positive
strongsubj,excitingly,n,positive
strongsubj,exclaim,y,negative
weaksubj,exclude,y,negative
weaksubj,exclusion,n,negative
weaksubj,exclusive,n,positive
weaksubj,exclusively,n,neutral
strongsubj,excoriate,y,negative
strongsubj,excruciating,n,negative
strongsubj,excruciatingly,n,negative
strongsubj,excusable,n,positive
strongsubj,excusable,n,positive
weaksubj,excuse,n,negative
weaksubj,excuse,n,negative
weaksubj,excuse,y,positive
weaksubj,excuses,n,negative
weaksubj,excuses,n,negative
strongsubj,execrate,y,negative
strongsubj,exemplar,n,positive
strongsubj,exemplary,n,positive
weaksubj,exhaust,y,negative
weaksubj,exhaustion,n,negative
weaksubj,exhaustive,n,positive
weaksubj,exhaustively,n,positive
strongsubj,exhilarate,y,positive
strongsubj,exhilarating,n,positive
strongsubj,exhilaratingly,n,positive
strongsubj,exhilaration,n,positive
strongsubj,exhort,y,negative
weaksubj,exile,y,negative
strongsubj,exonerate,y,positive
strongsubj,exorbitant,n,negative
strongsubj,exorbitantance,n,negative
strongsubj,exorbitantly,n,negative
strongsubj,expansive,n,positive
weaksubj,expectation,n,neutral
weaksubj,expectation,n,neutral
weaksubj,expedient,n,negative
weaksubj,expediencies,n,negative
weaksubj,expediencies,n,negative
weaksubj,expel,y,negative
weaksubj,expensive,n,negative
weaksubj,expensive,n,negative
weaksubj,experienced,n,positive
weaksubj,expert,n,positive
strongsubj,expertly,n,positive
strongsubj,expire,y,negative
strongsubj,explicit,n,positive
strongsubj,explicitly,n,positive
weaksubj,explode,y,negative
strongsubj,exploit,y,negative
strongsubj,exploitation,n,negative
strongsubj,exploitation,n,negative
weaksubj,expose,y,negative
weaksubj,exposed,n,negative
weaksubj,explosive,n,negative
weaksubj,expound,y,neutral
weaksubj,expression,n,neutral
weaksubj,expression,n,neutral
weaksubj,expressions,n,neutral
weaksubj,expressions,n,neutral
weaksubj,expressive,n,positive
weaksubj,expropriate,n,negative
weaksubj,expropriate,n,negative
weaksubj,expropriation,n,negative
weaksubj,expropriation,n,negative
weaksubj,expulse,y,negative
strongsubj,expunge,y,negative
strongsubj,exquisite,n,positive
strongsubj,exquisitely,n,positive
strongsubj,extemporize,y,neutral
weaksubj,extensive,n,neutral
strongsubj,extensively,y,neutral
strongsubj,exterminate,y,negative
strongsubj,extermination,n,negative
weaksubj,extinguish,y,negative
strongsubj,extol,y,positive
strongsubj,extoll,y,positive
weaksubj,extort,y,negative
strongsubj,extortion,n,negative
weaksubj,extraneous,n,negative
strongsubj,extraordinarily,n,positive
strongsubj,extraordinary,n,positive
strongsubj,extravagance,n,negative
strongsubj,extravagant,n,negative
strongsubj,extravagantly,n,negative
weaksubj,extreme,n,negative
strongsubj,extreme,n,negative
strongsubj,extremely,n,negative
weaksubj,extremism,n,negative
weaksubj,extremism,n,negative
weaksubj,extremist,n,negative
weaksubj,extremists,n,negative
weaksubj,extremists,n,negative
strongsubj,exuberance,n,positive
strongsubj,exuberant,n,positive
strongsubj,exuberantly,n,positive
strongsubj,exult,y,positive
strongsubj,exultation,n,positive
strongsubj,exultingly,n,positive
weaksubj,eyebrows,n,neutral
weaksubj,eyebrows,n,neutral
weaksubj,fabricate,y,negative
strongsubj,fabrication,n,negative
strongsubj,fabulous,n,positive
strongsubj,fabulously,n,positive
strongsubj,facetious,n,negative
strongsubj,facetiously,n,negative
weaksubj,facilitate,y,positive
strongsubj,fact,n,neutral
strongsubj,facts,n,neutral
weaksubj,factual,n,neutral
weaksubj,fading,n,negative
weaksubj,fail,y,negative
strongsubj,failing,n,negative
weaksubj,failure,n,negative
weaksubj,failure,n,negative
weaksubj,failures,n,negative
weaksubj,failures,n,negative
weaksubj,faint,n,negative
strongsubj,fainthearted,n,negative
weaksubj,fair,n,positive
weaksubj,fair,n,positive
weaksubj,fairly,n,positive
weaksubj,fairness,n,positive
weaksubj,fairness,n,positive
strongsubj,faith,n,positive
strongsubj,faith,n,positive
strongsubj,faithful,n,positive
strongsubj,faithful,n,positive
strongsubj,faithfully,n,positive
strongsubj,faithfulness,n,positive
strongsubj,faithless,n,negative
strongsubj,fake,n,negative
weaksubj,fall,y,negative
strongsubj,fallacies,n,negative
strongsubj,fallacies,n,negative
strongsubj,fallacious,n,negative
strongsubj,fallaciously,n,negative
strongsubj,fallaciousness,n,negative
strongsubj,fallacy,n,negative
strongsubj,fallout,n,negative
strongsubj,false,n,negative
strongsubj,false,n,negative
strongsubj,falsehood,n,negative
strongsubj,falsely,n,negative
strongsubj,falsify,y,negative
strongsubj,falter,y,negative
weaksubj,famed,n,positive
weaksubj,familiar,n,neutral
weaksubj,familiar,y,neutral
strongsubj,fame,n,positive
strongsubj,famed,n,positive
strongsubj,famine,n,negative
strongsubj,famished,n,negative
weaksubj,famous,n,positive
strongsubj,famously,n,positive
strongsubj,fanatic,n,negative
strongsubj,fanatical,n,negative
strongsubj,fanatically,n,negative
strongsubj,fanaticism,n,negative
strongsubj,fanatics,n,negative
strongsubj,fanciful,n,negative
strongsubj,fancy,n,positive
strongsubj,fancy,y,positive
strongsubj,fanfare,n,positive
strongsubj,fanfare,n,positive
strongsubj,fantastic,n,positive
strongsubj,fantastically,n,positive
strongsubj,fantasy,n,positive
strongsubj,fantasy,n,positive
strongsubj,far-fetched,n,negative
weaksubj,far-reaching,n,neutral
strongsubj,farfetched,n,negative
strongsubj,farce,n,negative
strongsubj,farcical,n,negative
strongsubj,farcical-yet-provocative,n,negative
strongsubj,farcically,n,negative
weaksubj,farsighted,n,positive
strongsubj,fascinate,y,positive
strongsubj,fascinating,n,positive
strongsubj,fascinatingly,n,positive
strongsubj,fascination,n,positive
strongsubj,fascism,n,negative
strongsubj,fascism,n,negative
strongsubj,fascist,n,negative
strongsubj,fashionable,n,positive
strongsubj,fashionably,n,positive
weaksubj,fast,n,neutral
weaksubj,fast-growing,n,positive
weaksubj,fast-paced,n,positive
weaksubj,fastest-growing,n,positive
strongsubj,fastidious,n,negative
strongsubj,fastidiously,n,negative
strongsubj,fastuous,n,negative
weaksubj,fat,n,negative
weaksubj,fatal,n,negative
strongsubj,fatalistic,n,negative
strongsubj,fatalistically,n,negative
weaksubj,fatally,n,negative
strongsubj,fateful,n,negative
strongsubj,fatefully,n,negative
weaksubj,fathom,y,positive
strongsubj,fathomless,n,negative
weaksubj,fatigue,n,negative
weaksubj,fatty,n,negative
strongsubj,fatuity,n,negative
strongsubj,fatuous,n,negative
strongsubj,fatuously,n,negative
strongsubj,fault,y,negative
weaksubj,faulty,n,negative
weaksubj,favor,n,positive
weaksubj,favor,n,positive
strongsubj,favor,y,positive
strongsubj,favorable,n,positive
strongsubj,favorable,y,positive
weaksubj,favored,n,positive
strongsubj,favorite,n,positive
strongsubj,fawn,y,both
strongsubj,fawningly,n,negative
strongsubj,favour,n,positive
weaksubj,faze,y,negative
strongsubj,fear,n,negative
strongsubj,fear,y,negative
strongsubj,fearful,n,negative
strongsubj,fearfully,n,negative
strongsubj,fearless,n,positive
strongsubj,fearlessly,n,positive
strongsubj,fears,n,negative
strongsubj,fears,n,negative
strongsubj,fearsome,n,negative
weaksubj,feasible,n,positive
weaksubj,feasibly,n,positive
weaksubj,feat,n,positive
strongsubj,featly,n,positive
strongsubj,feckless,n,negative
weaksubj,feeble,n,negative
weaksubj,feeblely,n,negative
strongsubj,feebleminded,n,negative
strongsubj,feel,n,neutral
strongsubj,feels,n,neutral
strongsubj,felt,n,neutral
strongsubj,feeling,n,neutral
strongsubj,feeling,n,neutral
strongsubj,feeling,n,neutral
strongsubj,feelings,n,neutral
strongsubj,feelings,n,neutral
weaksubj,feign,y,negative
weaksubj,feint,n,negative
strongsubj,feisty,n,positive
strongsubj,feisty,n,positive
strongsubj,felicitate,y,positive
strongsubj,felicitous,n,positive
strongsubj,felicity,n,positive
strongsubj,fell,n,negative
weaksubj,felon,n,negative
weaksubj,felonious,n,negative
strongsubj,ferocious,n,negative
strongsubj,ferociously,n,negative
strongsubj,ferocity,n,negative
weaksubj,fertile,n,positive
weaksubj,fertile,n,positive
strongsubj,fervent,n,positive
strongsubj,fervently,n,positive
strongsubj,fervid,n,positive
strongsubj,fervidly,n,positive
strongsubj,fervor,n,positive
weaksubj,feverish,n,negative
strongsubj,festive,n,positive
strongsubj,fetid,n,negative
weaksubj,fever,n,negative
strongsubj,fiasco,n,negative
weaksubj,fiat,n,negative
weaksubj,fiat,n,negative
strongsubj,fib,n,negative
strongsubj,fib,y,negative
strongsubj,fibber,n,negative
strongsubj,fickle,n,negative
weaksubj,fiction,n,negative
weaksubj,fiction,n,negative
weaksubj,fictional,n,negative
strongsubj,fictitious,n,negative
strongsubj,fidelity,n,positive
strongsubj,fidget,y,negative
strongsubj,fidgety,n,negative
strongsubj,fiend,n,negative
strongsubj,fiendish,n,negative
weaksubj,fierce,n,negative
weaksubj,fiery,n,positive
weaksubj,fight,n,negative
weaksubj,fight,n,negative
weaksubj,figurehead,n,negative
weaksubj,figurehead,n,negative
strongsubj,filth,n,negative
strongsubj,filthy,n,negative
weaksubj,finagle,y,negative
strongsubj,finally,y,neutral
weaksubj,fine,n,positive
weaksubj,fine,y,negative
strongsubj,finely,n,positive
weaksubj,firm,n,neutral
weaksubj,firm,n,neutral
weaksubj,firmly,n,neutral
weaksubj,first-class,n,positive
strongsubj,first-rate,n,positive
weaksubj,fissures,n,negative
weaksubj,fissures,n,negative
weaksubj,fist,n,negative
strongsubj,fit,n,positive
strongsubj,fitting,n,positive
strongsubj,fixer,n,neutral
strongsubj,fixer,n,neutral
strongsubj,flabbergast,y,negative
strongsubj,flabbergasted,n,negative
weaksubj,flagging,n,negative
strongsubj,flagrant,n,negative
strongsubj,flagrantly,n,negative
weaksubj,flair,n,positive
strongsubj,flak,n,negative
strongsubj,flak,n,negative
weaksubj,flake,n,negative
weaksubj,flakey,n,negative
weaksubj,flaky,n,negative
weaksubj,flame,n,positive
weaksubj,flame,n,positive
weaksubj,flash,n,negative
weaksubj,flash,n,negative
weaksubj,flashy,y,negative
strongsubj,flat-out,n,negative
strongsubj,flatter,y,positive
strongsubj,flattering,n,positive
strongsubj,flatteringly,n,positive
strongsubj,flaunt,y,negative
weaksubj,flaw,n,negative
weaksubj,flaw,n,negative
weaksubj,flaws,n,negative
weaksubj,flawed,n,negative
weaksubj,flawed,n,negative
strongsubj,flawless,n,positive
strongsubj,flawlessly,n,positive
strongsubj,fleer,y,negative
weaksubj,fleeting,n,negative
strongsubj,flexible,n,positive
strongsubj,flighty,n,negative
strongsubj,flimflam,n,negative
weaksubj,flimsy,n,negative
strongsubj,flirt,y,negative
strongsubj,flirty,y,negative
weaksubj,floor,y,neutral
strongsubj,floored,y,negative
strongsubj,flounder,y,negative
strongsubj,floundering,n,negative
strongsubj,flourish,n,positive
strongsubj,flourishing,n,positive
strongsubj,flout,y,negative
weaksubj,fluent,n,positive
weaksubj,fluster,y,negative
strongsubj,foe,n,negative
strongsubj,fond,n,positive
strongsubj,fondly,n,positive
strongsubj,fondness,n,positive
strongsubj,fool,y,negative
strongsubj,foolhardy,n,negative
strongsubj,foolish,y,negative
strongsubj,foolishly,n,negative
strongsubj,foolishness,n,negative
weaksubj,foolproof,n,positive
strongsubj,forbid,n,negative
strongsubj,forbidden,n,negative
weaksubj,forbidding,n,negative
weaksubj,forbidding,n,negative
weaksubj,force,y,negative
weaksubj,forceful,n,negative
strongsubj,foreboding,n,negative
strongsubj,forebodingly,n,negative
strongsubj,foremost,n,positive
strongsubj,forsee,n,neutral
strongsubj,foresight,n,positive
strongsubj,foretell,y,neutral
weaksubj,forfeit,y,negative
strongsubj,forgave,n,positive
weaksubj,forged,n,negative
strongsubj,forget,y,negative
strongsubj,forgetful,n,negative
strongsubj,forgetfully,n,negative
strongsubj,forgetfulness,n,negative
strongsubj,forgive,y,positive
strongsubj,forgiven,n,positive
strongsubj,forgiveness,n,positive
strongsubj,forgiving,n,positive
strongsubj,forgivingly,n,positive
strongsubj,forlorn,n,negative
strongsubj,forlornly,n,negative
strongsubj,formidable,n,negative
strongsubj,forsake,y,negative
strongsubj,forsaken,n,negative
strongsubj,forswear,y,negative
weaksubj,forthright,n,neutral
strongsubj,fortitude,n,positive
strongsubj,fortress,n,neutral
strongsubj,fortress,n,neutral
strongsubj,fortuitous,n,positive
strongsubj,fortuitously,n,positive
weaksubj,fortunate,n,positive
strongsubj,fortunate,y,positive
strongsubj,fortunately,y,positive
strongsubj,fortune,n,positive
strongsubj,fortune,n,positive
strongsubj,foul,n,negative
strongsubj,foul,n,negative
weaksubj,foul,y,negative
strongsubj,foully,n,negative
strongsubj,foulness,n,negative
strongsubj,fractious,n,negative
strongsubj,fractiously,n,negative
weaksubj,fracture,n,negative
weaksubj,fracture,y,negative
weaksubj,fragile,n,negative
weaksubj,fragile,n,negative
weaksubj,fragmented,n,negative
strongsubj,fragrant,n,positive
weaksubj,frail,n,negative
strongsubj,frank,n,positive
strongsubj,frankly,n,neutral
strongsubj,frantic,n,negative
strongsubj,frantically,n,negative
strongsubj,franticly,n,negative
strongsubj,fraternize,y,negative
weaksubj,fraud,n,negative
weaksubj,fraud,n,negative
weaksubj,fraudulent,n,negative
strongsubj,fraught,n,negative
strongsubj,fraught,n,negative
strongsubj,freak,n,negative
strongsubj,freak,y,negative
strongsubj,freakish,n,negative
strongsubj,freakish,n,negative
strongsubj,freakish,y,negative
strongsubj,freakishly,n,negative
strongsubj,frazzle,n,negative
strongsubj,frazzle,y,negative
strongsubj,frazzled,n,negative
weaksubj,free,n,positive
weaksubj,freedom,n,positive
weaksubj,freedom,n,positive
weaksubj,freedoms,n,positive
weaksubj,freedoms,n,positive
strongsubj,frenetic,n,negative
strongsubj,frenetically,n,negative
strongsubj,frenzied,n,negative
strongsubj,frenzy,n,negative
weaksubj,frequent,n,neutral
weaksubj,fresh,n,positive
strongsubj,fret,y,negative
strongsubj,fretful,n,negative
strongsubj,friction,n,negative
strongsubj,friction,n,negative
strongsubj,frictions,n,negative
strongsubj,frictions,n,negative
weaksubj,friend,n,positive
weaksubj,friend,n,positive
strongsubj,friendliness,n,positive
strongsubj,friendliness,n,positive
strongsubj,friendly,n,positive
weaksubj,friends,n,positive
weaksubj,friends,n,positive
weaksubj,friendship,n,positive
weaksubj,friendship,n,positive
strongsubj,friggin,n,negative
strongsubj,fright,y,negative
strongsubj,fright,n,negative
strongsubj,frighten,y,negative
strongsubj,frightening,n,negative
